Approved loan,Duration (in months),Currency,Age,Number of family members ,Number of years at the current address,Employment Type ,Current years at job,Credit Registry Information,Monthly Installment of the loan,Other installments of other loans,Monthly Income ,Reference,Other debitors/guarantors,Number of existing credits at the bank,Collateral Type_Residential,Collateral Type_Commercial,Collateral Type_Land,Collateral Type_Deposits pledge,Collateral Type_Others,Savings_ALL,Current account_ALL,M,F,Married,Single,Widowed,Divorced,Separated,University,College/High school,Secondary/Less than high school,Elementary,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Others,Residential Status_Rent,Consumer loan,Furniture loan,Loan for car purchase,Mortgage loan,Education loan,Reconstruction loan,Holidays loan ,Medical loan,Loan for energy efficence,Loan classification
200000,24,0,33,2,7.33,6,1.58,2,9027.23,19000,41000,1,1,1,0,0,0,0,0,31.31,2668.3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105000,24,0,51,3,23.66,6,24.58,2,4744.08,3700,60000,2,0,1,0,0,0,0,0,0,1531.66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,48,4,14.91,6,5.66,2,21480.13,0,90000,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400000,24,0,53,3,26.08,6,26.08,2,18299.41,0,60000,1,1,1,0,0,0,0,0,0,558.11,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,18,0,48,3,23.83,6,25.83,2,8849.61,0,57000,2,0,1,0,0,0,0,0,0,8886.81,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,24,0,51,5,14.16,7,13.08,2,13594.03,0,100971,2,1,1,0,0,0,0,0,0,425.8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,38,2,5.75,6,7.58,3,13439.09,0,81900,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454972.11,36,0,56,5,22.16,6,21.58,2,17541.13,11000,132906,1,1,1,0,0,0,0,0,0,2967.26,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,55,4,11.08,6,15.33,2,17217.8,0,109298,2,0,1,0,0,0,0,0,1068965.27,9450.49,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,32,1,3.08,7,1.25,2,15737.48,31000,187000,1,1,1,0,0,0,0,0,0,18100.69,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,24,0,35,3,34.91,7,10.58,2,31499.72,0,69312,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,30,0,31,4,8.33,6,8.08,2,11737.98,6700,86391,2,1,2,0,0,0,0,0,0,102.17,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,29,2,17.08,6,4.83,2,20688.19,5230,109000,2,1,1,0,0,0,0,0,0,9106.74,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1000000,60,0,45,3,21.83,6,17.83,2,20386.3,0,49212,2,1,1,0,0,0,0,0,0,9763.84,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26775.4,24,0,48,3,25.16,6,25.16,2,9057.16,0,57000,2,0,1,0,0,0,0,0,0,1094.28,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100600,12,0,31,4,5,6,12,3,8383.37,0,85000,2,1,1,0,0,0,0,0,0,1007.65,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
600000,24,0,59,3,27.75,7,7.75,2,27088.53,0,100000,2,1,1,0,0,0,0,0,1.12,64103.29,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,24,0,40,4,16,6,16.41,2,22049.26,10000,115000,2,1,1,0,0,0,0,0,0,662.39,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700000,60,0,33,3,3.91,6,8.16,2,14822.63,5870,84964,2,1,1,0,0,0,0,0,1466.45,868.48,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000,24,0,49,6,16.91,6,24.91,2,8936.4,0,50982,2,1,1,0,0,0,0,0,0,19745.49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1300000,36,0,58,3,17.08,6,17.08,3,40021.48,0,107000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,41,2,18.33,6,9.83,2,31567.52,0,103000,2,1,1,0,0,0,0,0,173346.43,182.85,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,36,0,39,3,23.75,6,14.75,2,15645.12,0,73500,2,1,1,0,0,0,0,0,0,18427.8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,24,0,47,4,12.16,6,5.41,2,22553.42,0,93000,2,1,1,0,0,0,0,0,0,3669.79,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,36,0,49,3,8.25,6,15.75,2,15392.88,0,113000,2,1,1,0,0,0,0,0,0,161.59,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500000,36,0,30,2,15.41,6,7.5,2,15645.12,0,100000,1,1,1,0,0,0,0,0,0,5090.63,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1932028.13,120,0,29,2,1.83,7,1.16,1,35523.82,0,122245,2,1,1,1,0,0,0,0,0,608.1185,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
400000,30,0,44,4,17.58,6,17.58,2,14963.14,10867,111123,2,1,2,0,0,0,0,0,0,664.33,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000000,60,0,46,4,18.25,6,23.16,2,19962.42,0,90000,2,0,1,0,0,0,1,0,0,36340.2585,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260000,12,0,48,3,20.25,6,12.66,2,22309.49,0,104850,2,1,2,0,0,0,0,0,0,4145.92,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,36,0,56,1,19.5,6,19.25,2,16798.86,0,60663,2,1,1,0,0,0,0,0,0,159.13,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500000,24,0,55,3,24,6,17.25,3,22603.47,0,122000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4200000,144,0,31,3,4.66,6,8.08,2,41553.7,0,112380,2,1,1,1,0,0,0,0,0,1625.85,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
520000,17,0,57,3,20.16,6,20.16,2,32254.53,0,90000,2,1,2,0,0,0,0,0,25069.9,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,38,1,14.08,6,12.08,2,21704.67,0,68700,2,1,1,0,0,0,0,0,0,834.6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130000,7,0,37,4,18.41,6,10.58,1,18975.99,0,80000,2,0,1,0,0,0,0,0,0,524.38,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,50,4,14.25,6,5.25,2,21529.68,0,94356,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250000,24,0,57,5,13.08,6,10.91,2,10957.37,0,162029,2,1,1,0,0,0,0,0,0,525.78,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,36,0,29,7,7,6,6.41,2,15392.88,0,95300,3,1,1,0,0,0,0,0,0,21479.26,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
114352.15,16,0,56,3,11.08,6,10.33,1,13019.73,0,50000,2,1,1,0,0,0,0,0,0,693.99,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,41,5,14.75,6,12.41,2,32434.44,0,128023,2,1,1,0,0,0,0,0,0,99808.17,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500000,24,0,44,3,18.16,6,15.91,3,22819.45,0,87000,2,1,1,0,0,0,0,0,0,525.25,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
953966.63,84,0,46,4,10.25,7,1.25,2,30849.89,0,115000,1,0,1,0,0,1,0,0,0,9724.35,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500000,24,0,58,2,18,6,30,2,22819.45,0,82000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510000,48,0,53,3,17.83,6,21.83,2,13492.65,4000,35000,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200000,24,0,28,3,4.41,6,2.75,2,9036.34,0,80000,2,0,1,0,0,0,0,0,0,3340.57,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
250000,24,0,51,5,12.41,6,29.5,2,11208.16,0,100000,2,1,1,0,0,0,0,0,0,4556.76,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60000,12,0,30,2,29.83,7,1.58,1,5205.44,0,46183,1,1,1,0,0,0,0,0,0,615.55,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
300000,24,0,49,2,19.66,6,5.16,2,13691.67,0,65541,1,1,1,0,0,0,0,0,0,17213.91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2660454.97,180,0,48,4,11.33,6,8.25,2,37622.82,0,71000,1,1,1,1,0,0,0,0,0,267.2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500000,22,0,56,2,12.58,7,9.91,2,24624.31,0,109500,2,1,1,0,0,0,0,0,0,4044.6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70000,1,0,39,3,4.83,7,2.91,2,73363.68,0,200000,2,0,3,0,0,0,1,0,18000000,2328.99,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,28,2,15.33,7,7.5,2,16860.21,0,71000,3,1,1,0,0,0,0,0,0,577.53,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
154822.38,36,0,29,6,28.58,6,4.83,2,14043.07,460,87000,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000000,60,0,57,1,26.33,7,11.33,2,40405.17,1,55000,1,1,1,0,0,0,1,0,0,8.93,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,25,1,5.91,6,0.75,1,12701.29,0,45969,2,1,1,0,0,0,0,0,351087.73,1800.44,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2955953.79,240,0,30,3,25.91,6,5.91,2,24699.98,0,86190,2,1,1,1,0,0,0,0,0,413658.96,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
400000,36,0,34,3,17.66,6,5.41,2,13439.09,0,97659,1,1,1,0,0,0,0,0,0,96.84,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1500000,120,0,51,2,13.41,6,3.16,2,21960.87,0,51734,1,0,1,1,0,0,0,0,0,56547.99,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
275000,18,0,55,3,7.16,6,3.66,2,15277.78,24300,73000,2,1,1,0,0,0,0,0,0,1002.05,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100000,12,0,55,4,54.75,6,32,1,8624.68,0,63629,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128687.67,24,0,41,1,13.58,6,12.75,1,9057.16,0,34190,2,0,1,0,0,0,0,0,0,52576.39,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
127992.85,24,0,29,5,16.5,6,5.25,2,10957.37,0,125694,1,0,1,0,0,0,0,0,0,2543.42,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,36,0,43,3,17.41,6,12.41,2,15481.12,0,96997,2,1,1,0,0,0,0,0,0,1120.23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,18,0,36,3,19.33,6,9.33,2,11819.82,11000,110300,2,1,1,0,0,0,0,0,0,460.97,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,30,1,29.83,7,7.33,3,15930.42,0,50000,2,1,1,0,0,0,0,0,0,258967.61,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,36,2,9.83,7,4.83,3,22377.82,37000,126300,1,1,1,0,0,0,0,0,0,364.31,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,24,0,38,4,18.16,6,4.41,2,21890.94,0,89753,1,1,1,0,0,0,0,0,0,107.66,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
300000,16,0,51,3,12.58,6,6.41,2,19775.82,0,100000,2,0,1,0,0,0,0,0,0,92.84,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,25,2,2.08,7,3.41,1,12627.01,0,60000,1,1,1,0,0,0,0,0,0,820.69,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,30,0,32,2,27.33,6,6.91,3,11062.36,0,48476,2,0,1,0,0,0,0,0,0,22660.54,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,22,0,27,1,4.08,7,2,2,19571.72,0,50000,1,1,1,0,0,0,0,0,0.15,829.89,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121775.48,48,0,32,4,14.66,6,12.66,2,13213.56,40000,144500,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,31,1,6.58,7,7.91,2,8972.66,0,26640,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487438.17,36,0,44,3,8.25,7,2.16,3,15438.54,27000,100500,2,1,1,0,0,0,0,0,0,416.3995,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,43,1,20.75,6,2,2,9072.85,0,55000,1,0,1,0,0,0,0,0,0,1407.73,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100000,12,0,59,3,59,6,3.41,2,8555.58,0,57591,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150000,1,0,31,1,2.66,7,5.75,2,170818.03,0,75000,2,0,1,0,0,0,1,0,5000000,72957.02,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
350000,24,0,44,3,14.5,6,20.58,2,15504.69,0,60000,1,1,1,0,0,0,0,0,6902.49,2029.88,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200000,24,0,51,3,8.91,6,25.33,3,8954.51,0,40000,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,50,3,21.08,6,27.5,2,8936.4,0,65000,1,0,1,0,0,0,0,0,0,3052.96,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,30,2,29.5,7,7.16,2,9706.44,0,35400,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,36,0,29,1,9.58,7,7.25,2,15876.62,33000,130000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700000,60,0,56,3,34.83,6,39.75,1,15354.2,0,62000,2,1,1,0,0,0,0,1,65093.8,32194.22,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,50,4,23.66,6,10.75,3,10139.62,0,30176,1,1,1,0,0,0,0,0,0,352.91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
550000,36,0,35,2,17.83,7,4.83,2,16932.16,42000,314217,2,1,1,0,0,0,0,0,0,103530.77,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
331032,24,0,42,4,21.58,7,2.83,2,14830.87,1000,63833,2,1,1,0,0,0,0,0,0,725.8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1418921.08,84,0,48,3,5.58,6,11.08,3,29793.06,0,73400,1,1,1,0,0,0,0,1,0,4576.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,49,3,16.58,6,4.75,2,22386.28,10766,77055,2,1,1,0,0,0,0,0,35231.82,101914.03,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
310000,24,0,35,3,7.75,6,6.41,2,13759.4,0,44923,1,0,1,0,0,0,0,0,0,592.78,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
800000,48,0,27,1,9.33,6,1.91,2,22774.68,0,46639,2,1,1,0,0,0,0,0,0,694.93,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
744936.66,60,0,37,3,14.08,7,5.08,1,23905.58,0,90000,2,1,1,0,0,0,0,0,0,8749.04,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430000,24,0,38,3,16.25,6,5.25,2,19468.21,25000,103000,2,1,1,0,0,0,0,0,0,22154.9,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
850000,44,0,35,6,14.08,7,5.33,2,24145.12,2332,69668,1,1,1,0,0,0,0,1,0,22705.49,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
350000,36,0,35,1,31.91,6,1.91,2,11277.09,0,65232,3,1,1,0,0,0,0,0,0,210.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
600000,36,0,29,3,17.83,7,6.83,2,18746.51,0,80850,1,1,1,0,0,0,0,0,0,723.57,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,26,5,25.58,7,1.16,2,23049.4,12000,182364,2,1,1,0,0,0,0,0,0,2288.65,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
300000,18,0,36,2,5.91,6,4.91,1,17578.26,0,60000,2,1,1,0,0,0,0,0,0,7763.15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
300000,24,0,39,3,1.58,6,6.91,2,13282.67,0,53169,2,0,2,0,0,0,0,0,0,13359.2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45253.39,24,0,51,1,18.41,6,5,2,6574.47,0,50700,2,0,1,0,0,0,0,0,0,12.67,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
300000,16,0,30,2,5.83,6,2.83,2,19682.31,0,119481,2,1,1,0,0,0,0,0,0,64981.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,53,4,24.41,6,5.16,2,9053.12,0,22000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,18,0,29,1,28.83,6,5.66,2,11727.91,0,50371,1,1,1,0,0,0,0,0,0,23465.85,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
80000,12,0,31,3,2.58,6,6.08,2,6942.97,2000,106179,2,0,1,0,0,0,0,0,0,678.23,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,41,5,17.25,6,15.91,2,18099.42,0,88000,1,1,1,0,0,0,0,0,0,611.53,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
240000,24,0,30,1,24.08,7,2.08,1,10976.55,0,35000,2,1,1,0,0,0,0,0,0,595.11,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
362000,30,0,34,3,12.75,6,6.75,3,13274.58,1800,120505,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
200000,24,0,55,1,4.83,7,11.91,2,8980.13,0,60000,1,0,1,0,0,0,0,0,0,14.02,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1300000,120,0,51,3,51,6,24,2,18463.86,28000,70000,1,1,1,1,0,0,0,0,0.66,77.63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
600000,48,0,53,2,28.66,6,22.58,4,14913.99,19300,67000,1,1,1,0,0,0,0,0,0,1858.03,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,37,1,12.58,6,6.83,3,15622.09,12561,150000,1,1,1,0,0,0,0,0,0,363.89,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450000,36,0,46,5,16.5,6,8.41,2,15555.35,0,93626,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800000,36,0,48,3,27.33,6,5.5,2,24770.09,0,90000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,36,0,45,4,24.41,7,6.33,1,10891.42,0,82000,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3864498.129,240,1,50,2,11.58,7,9.16,1,300.41,0,188966,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500000,30,0,36,3,5.66,7,4.16,1,18651.02,0,85000,2,1,1,0,0,0,0,0,0,1083.24,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,18,0,55,1,21.33,7,13.5,2,5859.42,0,23650,2,0,1,0,0,0,0,0,0,12761.03,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,24,0,54,3,25.83,6,19.91,1,6845.83,0,29500,2,1,1,0,0,0,0,0,0,4539.62,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
700000,60,0,39,4,21.75,7,10.75,1,14280.71,0,76000,2,1,2,0,0,0,0,0,0,8338.96,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,24,0,53,1,7.91,6,2.08,2,11249.9,0,54200,2,1,1,0,0,0,0,0,0,4206.69,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,48,3,15,6,2.5,2,8765.78,12138,104200,1,1,1,0,0,0,0,0,0,95206.83,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
300000,24,0,50,4,28.5,6,7.25,2,13540.84,500,75397,2,1,1,0,0,0,0,0,0,84.17,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,30,0,31,4,12.25,7,6.25,2,10957.32,0,70000,2,1,1,0,0,0,0,0,574.03,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,18,0,47,1,16.16,7,5.41,2,8880.52,0,26500,2,0,1,0,0,0,0,0,0,8359.64,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
260000,36,0,28,3,27.16,6,0.58,2,8118.08,0,25000,1,1,1,0,0,0,0,0,0,90557.7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52000,10,0,56,1,27.33,7,18.33,1,5316.05,0,50000,2,0,1,0,0,0,1,0,1000059.19,9173.47,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
